Name[No Query], KAT size[No Query], Temp size[No Query], Num Queries[No Query], Rules[No Query], Rules opt1[No Query], Rules opt2[No Query], Tags[No Query], Time(Total)[No Query], Time(Temporal Automaton)[No Query], Time (Policy Automaton)[No Query], Time (Determinization)[No Query], Time (Minimize)[No Query], Time (Intersection)[No Query], Time (Extraction)[No Query], Time (Rule Gen)[No Query], Name[Congested], KAT size[Congested], Temp size[Congested], Num Queries[Congested], Rules[Congested], Rules opt1[Congested], Rules opt2[Congested], Tags[Congested], Time(Total)[Congested], Time(Temporal Automaton)[Congested], Time (Policy Automaton)[Congested], Time (Determinization)[Congested], Time (Minimize)[Congested], Time (Intersection)[Congested], Time (Extraction)[Congested], Time (Rule Gen)[Congested], Name[DDOS], KAT size[DDOS], Temp size[DDOS], Num Queries[DDOS], Rules[DDOS], Rules opt1[DDOS], Rules opt2[DDOS], Tags[DDOS], Time(Total)[DDOS], Time(Temporal Automaton)[DDOS], Time (Policy Automaton)[DDOS], Time (Determinization)[DDOS], Time (Minimize)[DDOS], Time (Intersection)[DDOS], Time (Extraction)[DDOS], Time (Rule Gen)[DDOS], Name[Port Matrix], KAT size[Port Matrix], Temp size[Port Matrix], Num Queries[Port Matrix], Rules[Port Matrix], Rules opt1[Port Matrix], Rules opt2[Port Matrix], Tags[Port Matrix], Time(Total)[Port Matrix], Time(Temporal Automaton)[Port Matrix], Time (Policy Automaton)[Port Matrix], Time (Determinization)[Port Matrix], Time (Minimize)[Port Matrix], Time (Intersection)[Port Matrix], Time (Extraction)[Port Matrix], Time (Rule Gen)[Port Matrix], Name[Pys. Isolation], KAT size[Pys. Isolation], Temp size[Pys. Isolation], Num Queries[Pys. Isolation], Rules[Pys. Isolation], Rules opt1[Pys. Isolation], Rules opt2[Pys. Isolation], Tags[Pys. Isolation], Time(Total)[Pys. Isolation], Time(Temporal Automaton)[Pys. Isolation], Time (Policy Automaton)[Pys. Isolation], Time (Determinization)[Pys. Isolation], Time (Minimize)[Pys. Isolation], Time (Intersection)[Pys. Isolation], Time (Extraction)[Pys. Isolation], Time (Rule Gen)[Pys. Isolation], Name[Simple Path], KAT size[Simple Path], Temp size[Simple Path], Num Queries[Simple Path], Rules[Simple Path], Rules opt1[Simple Path], Rules opt2[Simple Path], Tags[Simple Path], Time(Total)[Simple Path], Time(Temporal Automaton)[Simple Path], Time (Policy Automaton)[Simple Path], Time (Determinization)[Simple Path], Time (Minimize)[Simple Path], Time (Intersection)[Simple Path], Time (Extraction)[Simple Path], Time (Rule Gen)[Simple Path], Name[Slice Isolation], KAT size[Slice Isolation], Temp size[Slice Isolation], Num Queries[Slice Isolation], Rules[Slice Isolation], Rules opt1[Slice Isolation], Rules opt2[Slice Isolation], Tags[Slice Isolation], Time(Total)[Slice Isolation], Time(Temporal Automaton)[Slice Isolation], Time (Policy Automaton)[Slice Isolation], Time (Determinization)[Slice Isolation], Time (Minimize)[Slice Isolation], Time (Intersection)[Slice Isolation], Time (Extraction)[Slice Isolation], Time (Rule Gen)[Slice Isolation], 
stanford, 
