Num Nodes, Name[No Query], KAT size[No Query], Temp size[No Query], Num Queries[No Query], Rules[No Query], Rules opt1[No Query], Rules opt2[No Query], Tags[No Query], Time(Total)[No Query], Time(Temporal Automaton)[No Query], Time (Policy Automaton)[No Query], Time (Determinization)[No Query], Time (Minimize)[No Query], Time (Intersection)[No Query], Time (Extraction)[No Query], Time (Rule Gen)[No Query], Name[Congested], KAT size[Congested], Temp size[Congested], Num Queries[Congested], Rules[Congested], Rules opt1[Congested], Rules opt2[Congested], Tags[Congested], Time(Total)[Congested], Time(Temporal Automaton)[Congested], Time (Policy Automaton)[Congested], Time (Determinization)[Congested], Time (Minimize)[Congested], Time (Intersection)[Congested], Time (Extraction)[Congested], Time (Rule Gen)[Congested], Name[DDOS], KAT size[DDOS], Temp size[DDOS], Num Queries[DDOS], Rules[DDOS], Rules opt1[DDOS], Rules opt2[DDOS], Tags[DDOS], Time(Total)[DDOS], Time(Temporal Automaton)[DDOS], Time (Policy Automaton)[DDOS], Time (Determinization)[DDOS], Time (Minimize)[DDOS], Time (Intersection)[DDOS], Time (Extraction)[DDOS], Time (Rule Gen)[DDOS], Name[Port Matrix], KAT size[Port Matrix], Temp size[Port Matrix], Num Queries[Port Matrix], Rules[Port Matrix], Rules opt1[Port Matrix], Rules opt2[Port Matrix], Tags[Port Matrix], Time(Total)[Port Matrix], Time(Temporal Automaton)[Port Matrix], Time (Policy Automaton)[Port Matrix], Time (Determinization)[Port Matrix], Time (Minimize)[Port Matrix], Time (Intersection)[Port Matrix], Time (Extraction)[Port Matrix], Time (Rule Gen)[Port Matrix], Name[Pys. Isolation], KAT size[Pys. Isolation], Temp size[Pys. Isolation], Num Queries[Pys. Isolation], Rules[Pys. Isolation], Rules opt1[Pys. Isolation], Rules opt2[Pys. Isolation], Tags[Pys. Isolation], Time(Total)[Pys. Isolation], Time(Temporal Automaton)[Pys. Isolation], Time (Policy Automaton)[Pys. Isolation], Time (Determinization)[Pys. Isolation], Time (Minimize)[Pys. Isolation], Time (Intersection)[Pys. Isolation], Time (Extraction)[Pys. Isolation], Time (Rule Gen)[Pys. Isolation], Name[Simple Path], KAT size[Simple Path], Temp size[Simple Path], Num Queries[Simple Path], Rules[Simple Path], Rules opt1[Simple Path], Rules opt2[Simple Path], Tags[Simple Path], Time(Total)[Simple Path], Time(Temporal Automaton)[Simple Path], Time (Policy Automaton)[Simple Path], Time (Determinization)[Simple Path], Time (Minimize)[Simple Path], Time (Intersection)[Simple Path], Time (Extraction)[Simple Path], Time (Rule Gen)[Simple Path], Name[Slice Isolation], KAT size[Slice Isolation], Temp size[Slice Isolation], Num Queries[Slice Isolation], Rules[Slice Isolation], Rules opt1[Slice Isolation], Rules opt2[Slice Isolation], Tags[Slice Isolation], Time(Total)[Slice Isolation], Time(Temporal Automaton)[Slice Isolation], Time (Policy Automaton)[Slice Isolation], Time (Determinization)[Slice Isolation], Time (Minimize)[Slice Isolation], Time (Intersection)[Slice Isolation], Time (Extraction)[Slice Isolation], Time (Rule Gen)[Slice Isolation], 
52, Cesnet201006, 22288, 0, 0, 5304, 2653, 2653, 1, 0.669533, 5e-06, 0.53444, 0.036832, 0.015032, 0., 0.063218, 0.010829, Cesnet201006, 22308, 10, 2, 29180, 26528, 21173, 10, 2.190619, 0.000176, 0.570836, 0.033342, 0.011176, 0.278083, 1.028731, 0.258543, Cesnet201006, 22396, 52, 13, 42446, 39794, 37142, 14, 8.739076, 0.000452, 0.627656, 0.056249, 0.027014, 5.053425, 2.488647, 0.473445, Cesnet201006, 22288, 0, 0, 5304, 2653, 2653, 1, 0.685500, 4e-06, 0.551248, 0.036509, 0.015064, 0., 0.062923, 0.010286, Cesnet201006, 22292, 106, 1, 5408, 2705, 2705, 1, 0.986680, 0.018615, 0.682448, 0.070197, 0.032108, 0.031313, 0.133078, 0.011439, Cesnet201006, 22300, 2, 1, 7958, 5306, 5255, 2, 0.814393, 3e-05, 0.530513, 0.032262, 0.011425, 0.048721, 0.146438, 0.035033, Cesnet201006, 22512, 108, 2, 10712, 8009, 5357, 2, 1.236544, 0.006669, 0.640465, 0.076367, 0.034036, 0.158679, 0.261533, 0.049211, 
42, Chinanet, 14824, 0, 0, 3444, 1723, 1723, 1, 0.374381, 4e-06, 0.286658, 0.021953, 0.009451, 0., 0.043675, 0.00645, Chinanet, 14844, 10, 2, 18950, 17228, 13743, 10, 1.278238, 0.000177, 0.30971, 0.021337, 0.007893, 0.194075, 0.613586, 0.124896, Chinanet, 14908, 40, 10, 22397, 20675, 18953, 11, 3.780362, 0.000356, 0.34225, 0.039146, 0.014927, 2.044991, 1.088261, 0.242052, Chinanet, 14824, 0, 0, 3444, 1723, 1723, 1, 0.369390, 3e-06, 0.290953, 0.025544, 0.006011, 0., 0.036529, 0.005579, Chinanet, 14828, 86, 1, 3528, 1765, 1765, 1, 0.595089, 0.009696, 0.385546, 0.053593, 0.022924, 0.01754, 0.089552, 0.010016, Chinanet, 14836, 2, 1, 5168, 3446, 3405, 2, 0.478475, 3.4e-05, 0.307208, 0.025317, 0.00602, 0.024275, 0.090429, 0.017453, Chinanet, 15008, 88, 2, 6972, 5209, 3487, 2, 0.726949, 0.00451, 0.362589, 0.049893, 0.02129, 0.097813, 0.156384, 0.027947, 
15, Claranet, 1990, 0, 0, 420, 211, 211, 1, 0.023437, 3e-06, 0.016772, 0.001663, 0.000524, 9.99999999998e-07, 0.002959, 0.000602, Claranet, 2010, 10, 2, 2318, 2108, 1674, 10, 0.090866, 0.000807, 0.017733, 0.001889, 0.000673, 0.014229, 0.042753, 0.010309, Claranet, 2018, 12, 3, 1264, 1054, 844, 4, 0.071751, 0.000257, 0.017259, 0.002156, 0.000756, 0.020191, 0.026145, 0.003942, Claranet, 2138, 8, 4, 1612, 1343, 447, 5, 0.134438, 0.000153, 0.022413, 0.004895, 0.001736, 0.053863, 0.045396, 0.005023, Claranet, 1994, 32, 1, 450, 226, 226, 1, 0.035598, 0.001439, 0.018958, 0.003016, 0.001295, 0.001316, 0.007815, 0.001081, Claranet, 2002, 2, 1, 632, 422, 408, 2, 0.034364, 4.5e-05, 0.020238, 0.001956, 0.000654, 0.002203, 0.006926, 0.001693, Claranet, 2066, 34, 2, 870, 646, 436, 2, 0.053132, 0.000989, 0.024895, 0.003617, 0.001311, 0.006608, 0.011489, 0.003188, 
153, Colt, 189262, 0, 0, 46512, 23257, 23257, 1, 26.015982, 1.4e-05, 23.314014, 0.792878, 0.346116, 1.00000000103e-06, 1.26354, 0.195867, Colt, 189282, 10, 2, 255824, 232568, 185904, 10, 51.010982, 0.00019, 23.661687, 0.758894, 0.291422, 5.628786, 17.581158, 2.9952, Colt, 189426, 80, 20, 534909, 511653, 488397, 21, 348.847258, 0.002404, 25.876056, 1.31763, 0.528354, 247.789066, 63.957389, 9.274937, Colt, 189290, 4, 2, 94244, 70683, 23867, 3, 38.938890, 6.2e-05, 23.59209, 0.758654, 0.342311, 3.689686, 9.834286, 0.609083, Colt, 189266, 308, 1, 46818, 23410, 23410, 1, 38.175264, 0.528925, 31.033131, 1.584655, 0.781797, 0.571178, 3.349531, 0.230207, Colt, 189274, 2, 1, 69770, 46514, 46362, 2, 30.849995, 5.8e-05, 24.931809, 0.769383, 0.320117, 0.958778, 3.25546, 0.504644, Colt, 189890, 310, 2, 93330, 69922, 46666, 2, 39.659405, 0.133926, 27.993693, 1.552033, 0.722531, 2.997511, 5.277259, 0.876541, 
70, Columbus, 40084, 0, 0, 9660, 4831, 4831, 1, 1.684034, 7e-06, 1.390512, 0.080662, 0.029268, 0., 0.142413, 0.023901, Columbus, 40104, 10, 2, 53138, 48308, 38579, 10, 4.948886, 0.000181, 1.482054, 0.073034, 0.029289, 0.674898, 2.234112, 0.435549, Columbus, 40224, 68, 17, 96618, 91788, 86958, 18, 31.703221, 0.003424, 1.713747, 0.189248, 0.079023, 21.024623, 7.150711, 1.516852, Columbus, 40112, 4, 2, 19876, 14907, 5109, 3, 3.019267, 6.2e-05, 1.433705, 0.075914, 0.029284, 0.477605, 0.902425, 0.084149, Columbus, 40088, 142, 1, 9800, 4901, 4901, 1, 2.661980, 0.050477, 1.877896, 0.187145, 0.088677, 0.064163, 0.34148, 0.033275, Columbus, 40096, 2, 1, 14492, 9662, 9593, 2, 2.055132, 3.9e-05, 1.446886, 0.072201, 0.032003, 0.096234, 0.322044, 0.069542, Columbus, 40380, 144, 2, 19460, 14561, 9731, 2, 3.118278, 0.0183, 1.706983, 0.184258, 0.081047, 0.381768, 0.603567, 0.125515, 
14, Compuserve, 1748, 0, 0, 364, 183, 183, 1, 0.022094, 6e-06, 0.016178, 0.00126, 0.000449, 0., 0.00256, 0.000585, Compuserve, 1768, 10, 2, 2010, 1828, 1451, 10, 0.089933, 0.000378, 0.014076, 0.002555, 0.000932, 0.018408, 0.043808, 0.008771, Compuserve, 1776, 12, 3, 1096, 914, 732, 4, 0.062676, 0.000226, 0.013163, 0.00182, 0.000542, 0.018133, 0.021461, 0.006469, Compuserve, 1776, 4, 2, 836, 627, 237, 3, 0.046806, 0.00011, 0.013447, 0.001768, 0.000701, 0.010426, 0.016579, 0.003029, Compuserve, 1752, 30, 1, 392, 197, 197, 1, 0.028082, 0.001441, 0.016513, 0.002645, 0.000993, 0.00095, 0.004272, 0.000472, Compuserve, 1760, 2, 1, 548, 366, 353, 2, 0.026580, 5.2e-05, 0.013578, 0.001272, 0.000501, 0.00183, 0.00639, 0.002186, Compuserve, 1820, 32, 2, 756, 561, 379, 2, 0.043314, 0.000936, 0.018819, 0.003373, 0.001081, 0.005838, 0.010229, 0.002017, 
33, CrlNetworkServices, 9106, 0, 0, 2112, 1057, 1057, 1, 0.190501, 7e-06, 0.146125, 0.010815, 0.004467, 0., 0.02068, 0.004588, CrlNetworkServices, 9126, 10, 2, 11624, 10568, 8424, 10, 0.633567, 0.002349, 0.149154, 0.013526, 0.003108, 0.086923, 0.314304, 0.058993, CrlNetworkServices, 9174, 32, 8, 11625, 10569, 9513, 9, 1.227351, 0.002492, 0.157246, 0.015783, 0.005806, 0.56588, 0.402476, 0.072828, CrlNetworkServices, 9182, 6, 3, 5769, 4615, 1351, 4, 0.581846, 0.000189, 0.151873, 0.015231, 0.005268, 0.144104, 0.238543, 0.020542, CrlNetworkServices, 9110, 68, 1, 2178, 1090, 1090, 1, 0.297336, 0.00834, 0.199478, 0.022793, 0.0092, 0.008754, 0.040194, 0.00485, CrlNetworkServices, 9118, 2, 1, 3170, 2114, 2082, 2, 0.227470, 6e-05, 0.14294, 0.011972, 0.0039, 0.014421, 0.040293, 0.009729, CrlNetworkServices, 9254, 70, 2, 4290, 3202, 2146, 2, 0.353767, 0.005127, 0.168364, 0.027836, 0.008275, 0.043438, 0.080534, 0.016048, 
51, Cudi, 21334, 0, 0, 5100, 2551, 2551, 1, 0.626649, 6e-06, 0.49738, 0.033195, 0.014414, 1.00000000003e-06, 0.062856, 0.008722, Cudi, 21354, 10, 2, 28059, 25509, 20359, 10, 1.965646, 0.002021, 0.526043, 0.031114, 0.013424, 0.267975, 0.8813, 0.235093, Cudi, 21434, 48, 12, 38263, 35713, 33163, 13, 6.945127, 0.002346, 0.589472, 0.053142, 0.027425, 3.827033, 2.008346, 0.424055, Cudi, 21334, 0, 0, 5100, 2551, 2551, 1, 0.653442, 6e-06, 0.520776, 0.039721, 0.01448, 1.00000000003e-06, 0.058856, 0.009332, Cudi, 21338, 104, 1, 5202, 2602, 2602, 1, 0.910326, 0.022894, 0.617655, 0.069741, 0.039687, 0.024892, 0.116231, 0.010762, Cudi, 21346, 2, 1, 7652, 5102, 5052, 2, 0.766933, 4.2e-05, 0.505399, 0.037355, 0.013462, 0.040048, 0.125306, 0.035054, Cudi, 21554, 106, 2, 10302, 7702, 5152, 2, 1.168137, 0.009713, 0.614095, 0.070877, 0.029399, 0.149549, 0.239343, 0.044969, 
36, Cwix, 10792, 0, 0, 2520, 1261, 1261, 1, 0.244909, 7e-06, 0.186329, 0.013403, 0.005208, 2e-06, 0.02895, 0.004824, Cwix, 10812, 10, 2, 13868, 12608, 10053, 10, 0.813639, 0.000238, 0.20785, 0.013269, 0.005246, 0.107667, 0.388007, 0.084648, Cwix, 10868, 36, 9, 15130, 13870, 12610, 10, 1.867789, 0.0004, 0.22163, 0.021015, 0.005742, 0.894324, 0.596453, 0.120166, Cwix, 10868, 6, 3, 6834, 5467, 1582, 4, 0.695102, 9.2e-05, 0.198543, 0.018371, 0.00516, 0.164947, 0.274707, 0.026748, Cwix, 10796, 74, 1, 2592, 1297, 1297, 1, 0.371007, 0.007423, 0.247956, 0.028679, 0.011753, 0.010183, 0.053966, 0.004547, Cwix, 10804, 2, 1, 3782, 2522, 2487, 2, 0.311390, 0.002128, 0.196157, 0.013698, 0.004922, 0.017275, 0.060749, 0.012129, Cwix, 10952, 76, 2, 5112, 3817, 2557, 2, 0.455682, 0.003562, 0.22217, 0.02646, 0.011863, 0.060894, 0.100249, 0.022835, 
30, Cynet, 7492, 0, 0, 1740, 871, 871, 1, 0.148976, 8e-06, 0.112573, 0.007929, 0.002754, 0., 0.019228, 0.003294, Cynet, 7512, 10, 2, 9578, 8708, 6939, 10, 0.468785, 0.000299, 0.116596, 0.009526, 0.002286, 0.062924, 0.221704, 0.051563, Cynet, 7552, 28, 7, 8708, 7838, 6968, 8, 0.796854, 0.000703, 0.132961, 0.010926, 0.003815, 0.312972, 0.266546, 0.063153, Cynet, 7520, 4, 2, 3716, 2787, 989, 3, 0.275330, 0.000133, 0.118918, 0.009161, 0.00291, 0.041708, 0.085015, 0.014226, Cynet, 7496, 62, 1, 1800, 901, 901, 1, 0.212249, 0.006201, 0.143902, 0.016923, 0.006056, 0.006227, 0.027277, 0.002651, Cynet, 7504, 2, 1, 2612, 1742, 1713, 2, 0.185667, 5.9e-05, 0.117778, 0.009756, 0.003725, 0.011426, 0.03336, 0.007331, Cynet, 7628, 64, 2, 3540, 2641, 1771, 2, 0.279603, 0.00389, 0.141469, 0.016928, 0.006854, 0.035438, 0.061197, 0.010514, 
28, Darkstrand, 6592, 0, 0, 1512, 757, 757, 1, 0.133753, 8e-06, 0.103395, 0.006987, 0.002454, 0., 0.015969, 0.002038, Darkstrand, 6612, 10, 2, 8324, 7568, 6029, 10, 0.396339, 0.000421, 0.096642, 0.007305, 0.002713, 0.053695, 0.191287, 0.041253, Darkstrand, 6652, 28, 7, 7568, 6812, 6056, 8, 0.674029, 0.000682, 0.108791, 0.010317, 0.0046, 0.270651, 0.23299, 0.040532, Darkstrand, 6620, 4, 2, 3244, 2433, 867, 3, 0.249909, 0.000131, 0.101721, 0.007446, 0.002999, 0.040184, 0.082715, 0.011648, Darkstrand, 6596, 58, 1, 1568, 785, 785, 1, 0.193170, 0.004333, 0.130569, 0.014353, 0.005789, 0.005415, 0.026411, 0.00415, Darkstrand, 6604, 2, 1, 2270, 1514, 1487, 2, 0.163111, 6.1e-05, 0.103155, 0.007295, 0.002462, 0.009322, 0.031479, 0.007198, Darkstrand, 6720, 60, 2, 3080, 2297, 1541, 2, 0.246487, 0.003155, 0.122018, 0.01596, 0.006142, 0.030881, 0.050084, 0.015849, 
6, Dataxchange, 412, 0, 0, 60, 31, 31, 1, 0.003832, 3e-06, 0.002759, 0.000226, 9.1e-05, 0., 0.0004, 5e-05, Dataxchange, 432, 10, 2, 339, 309, 244, 10, 0.015112, 0.000298, 0.002876, 0.000422, 0.000122, 0.002571, 0.006802, 0.001426, Dataxchange, 424, 4, 1, 122, 92, 62, 2, 0.006829, 0.00013, 0.003406, 0.000276, 0.000125, 0.000493, 0.001538, 0.000365, Dataxchange, 560, 8, 4, 316, 263, 123, 5, 0.028749, 0.000167, 0.006449, 0.001983, 0.000577, 0.010431, 0.007538, 0.000881, Dataxchange, 416, 14, 1, 72, 37, 37, 1, 0.005730, 0.000328, 0.003512, 0.00051, 0.000147, 0.000188, 0.000638, 6.4e-05, Dataxchange, 424, 2, 1, 92, 62, 57, 2, 0.005637, 5.2e-05, 0.002809, 0.000295, 0.000144, 0.000543, 0.001116, 0.000313, Dataxchange, 452, 16, 2, 132, 97, 67, 2, 0.008078, 0.000301, 0.003463, 0.000598, 0.000232, 0.001047, 0.001787, 0.000213, 
113, Deltacom, 104126, 0, 0, 25312, 12657, 12657, 1, 9.510955, 1.3e-05, 8.181585, 0.363418, 0.150048, 0., 0.659, 0.103556, Deltacom, 104146, 10, 2, 139224, 126568, 101144, 10, 24.330837, 0.000189, 8.471467, 0.415363, 0.160636, 3.219285, 10.255699, 1.752374, Deltacom, 104290, 80, 20, 291109, 278453, 265797, 21, 211.650636, 0.00068, 12.398735, 0.837257, 0.390824, 155.127521, 37.275212, 5.534012, Deltacom, 104154, 4, 2, 51524, 38643, 13107, 3, 19.006639, 8.2e-05, 10.708974, 0.418555, 0.179219, 2.141914, 5.169912, 0.340126, Deltacom, 104130, 228, 1, 25538, 12770, 12770, 1, 17.510904, 0.263329, 13.186936, 0.918584, 0.455946, 0.329645, 2.046575, 0.246706, Deltacom, 104138, 2, 1, 37970, 25314, 25202, 2, 14.663915, 7e-05, 11.503296, 0.40405, 0.172253, 0.523834, 1.746223, 0.242642, Deltacom, 104594, 230, 2, 50850, 38082, 25426, 2, 18.815545, 0.060001, 12.153443, 0.967035, 0.497522, 1.780761, 2.89664, 0.384375, 
39, DeutscheTelekom, 8266, 0, 0, 1824, 913, 913, 1, 0.176623, 8e-06, 0.133842, 0.011941, 0.004551, 1e-06, 0.020183, 0.002458, DeutscheTelekom, 8286, 10, 2, 10040, 9128, 7275, 10, 0.631896, 0.000526, 0.147959, 0.013527, 0.005648, 0.095216, 0.296977, 0.066225, DeutscheTelekom, 8342, 36, 9, 10954, 10042, 9130, 10, 1.945458, 0.002629, 0.179175, 0.022438, 0.011554, 1.029374, 0.582795, 0.112502, DeutscheTelekom, 8630, 12, 6, 8724, 7633, 1987, 7, 2.258593, 0.000239, 0.200174, 0.055484, 0.015953, 0.958666, 0.960544, 0.063022, DeutscheTelekom, 8270, 80, 1, 3626, 1814, 1814, 1, 0.412693, 0.010237, 0.222241, 0.027466, 0.00818, 0.016688, 0.116333, 0.009024, DeutscheTelekom, 8278, 2, 1, 2738, 1826, 1820, 2, 0.255190, 5.6e-05, 0.151353, 0.012035, 0.004478, 0.016425, 0.054586, 0.01193, DeutscheTelekom, 8438, 82, 2, 3726, 2776, 1864, 2, 0.446727, 0.004538, 0.215168, 0.034898, 0.015086, 0.059075, 0.100216, 0.014206, 
58, Dfn, 27844, 0, 0, 6612, 3307, 3307, 1, 1.072402, 8e-06, 0.852683, 0.057134, 0.026108, 0., 0.107518, 0.01637, Dfn, 27864, 10, 2, 36374, 33068, 26399, 10, 3.394834, 0.000222, 0.929543, 0.048277, 0.018369, 0.439128, 1.613419, 0.33263, Dfn, 27960, 56, 14, 56217, 52911, 49605, 15, 16.694526, 0.002167, 0.950049, 0.106573, 0.03988, 10.404616, 4.349817, 0.828391, Dfn, 27920, 6, 3, 17394, 13915, 3826, 4, 3.268384, 7.6e-05, 0.933328, 0.071372, 0.024242, 0.819344, 1.297636, 0.111378, Dfn, 27848, 118, 1, 6728, 3365, 3365, 1, 1.820506, 0.027142, 1.228334, 0.140492, 0.062451, 0.050105, 0.271254, 0.028564, Dfn, 27856, 2, 1, 9920, 6614, 6557, 2, 1.433094, 3.9e-05, 0.944231, 0.06466, 0.022316, 0.084052, 0.264071, 0.043374, Dfn, 28092, 120, 2, 13340, 9977, 6671, 2, 2.210036, 0.010689, 1.147299, 0.140081, 0.062241, 0.292464, 0.453005, 0.092416, 
31, Digex, 8086, 0, 0, 1860, 931, 931, 1, 0.176301, 7e-06, 0.137346, 0.009735, 0.003857, 1e-06, 0.018493, 0.003296, Digex, 8106, 10, 2, 10238, 9308, 7418, 10, 0.624598, 0.000425, 0.127869, 0.010464, 0.004525, 0.086339, 0.305009, 0.084432, Digex, 8146, 28, 7, 9308, 8378, 7448, 8, 1.052345, 0.001892, 0.145334, 0.017373, 0.005922, 0.447426, 0.361868, 0.069131, Digex, 8114, 4, 2, 3964, 2973, 1053, 3, 0.324633, 0.000137, 0.119117, 0.010412, 0.003604, 0.047772, 0.121011, 0.018907, Digex, 8090, 64, 1, 1922, 962, 962, 1, 0.296780, 0.006406, 0.195121, 0.026849, 0.008925, 0.009357, 0.043113, 0.004507, Digex, 8098, 2, 1, 2792, 1862, 1832, 2, 0.235998, 5.9e-05, 0.144461, 0.013687, 0.004519, 0.012187, 0.046715, 0.01186, Digex, 8226, 66, 2, 3782, 2822, 1892, 2, 0.370034, 0.003906, 0.172125, 0.026357, 0.009251, 0.048196, 0.088008, 0.01859, 
19, Easynet, 3202, 0, 0, 684, 343, 343, 1, 0.050687, 3e-06, 0.036765, 0.004342, 0.001686, 2e-06, 0.005721, 0.001113, Easynet, 3222, 10, 2, 3770, 3428, 2726, 10, 0.189720, 0.000501, 0.039481, 0.003438, 0.001199, 0.030808, 0.089819, 0.022407, Easynet, 3238, 16, 4, 2399, 2057, 1715, 5, 0.160976, 0.000316, 0.036661, 0.003704, 0.001272, 0.048241, 0.054765, 0.014501, Easynet, 3278, 6, 3, 1989, 1591, 511, 4, 0.161802, 0.000211, 0.03836, 0.006248, 0.001901, 0.04297, 0.062768, 0.007324, Easynet, 3206, 40, 1, 722, 362, 362, 1, 0.081214, 0.002588, 0.044103, 0.007215, 0.003485, 0.003121, 0.014718, 0.00482, Easynet, 3214, 2, 1, 1028, 686, 668, 2, 0.063858, 7e-05, 0.034154, 0.003309, 0.001518, 0.004507, 0.014587, 0.004424, Easynet, 3294, 42, 2, 1406, 1046, 704, 2, 0.102552, 0.002424, 0.041438, 0.00806, 0.00338, 0.014685, 0.026098, 0.005052, 
13, Eenet, 1522, 0, 0, 312, 157, 157, 1, 0.014526, 5e-06, 0.010286, 0.000912, 0.000404, 0., 0.001906, 0.000357, Eenet, 1542, 10, 2, 1724, 1568, 1244, 10, 0.071615, 0.000349, 0.011274, 0.001183, 0.000432, 0.011561, 0.036701, 0.0092, Eenet, 1550, 12, 3, 940, 784, 628, 4, 0.046429, 0.000243, 0.01144, 0.001844, 0.000755, 0.01188, 0.015298, 0.004099, Eenet, 1550, 4, 2, 724, 543, 207, 3, 0.041899, 9.3e-05, 0.012981, 0.001793, 0.000808, 0.008992, 0.014185, 0.002246, Eenet, 1526, 28, 1, 338, 170, 170, 1, 0.024105, 0.001141, 0.013371, 0.002077, 0.001074, 0.001057, 0.003954, 0.000732, Eenet, 1534, 2, 1, 470, 314, 302, 2, 0.022355, 7.4e-05, 0.011482, 0.001031, 0.000378, 0.001399, 0.005736, 0.001295, Eenet, 1590, 30, 2, 650, 482, 326, 2, 0.039450, 0.001058, 0.013519, 0.002623, 0.001289, 0.007062, 0.010487, 0.00226, 
20, EliBackbone, 3524, 0, 0, 760, 381, 381, 1, 0.052401, 3e-06, 0.039047, 0.002853, 0.000888, 1e-06, 0.006518, 0.001835, EliBackbone, 3544, 10, 2, 4188, 3808, 3029, 10, 0.223052, 0.000364, 0.045121, 0.004883, 0.001492, 0.032543, 0.114011, 0.022903, EliBackbone, 3568, 20, 5, 3046, 2666, 2286, 6, 0.222454, 0.000342, 0.044869, 0.005078, 0.001741, 0.084654, 0.069502, 0.014647, EliBackbone, 3552, 4, 2, 1676, 1257, 459, 3, 0.119554, 0.000104, 0.039071, 0.004202, 0.001367, 0.021432, 0.046217, 0.005713, EliBackbone, 3528, 42, 1, 800, 401, 401, 1, 0.092407, 0.003104, 0.050272, 0.010038, 0.00409, 0.004321, 0.016383, 0.00266, EliBackbone, 3536, 2, 1, 1142, 762, 743, 2, 0.079402, 5.4e-05, 0.041504, 0.003562, 0.001332, 0.006233, 0.019671, 0.005804, EliBackbone, 3620, 44, 2, 1560, 1161, 781, 2, 0.133422, 0.002773, 0.056215, 0.008935, 0.003598, 0.021281, 0.030581, 0.008372, 
6, Epoch, 364, 0, 0, 60, 31, 31, 1, 0.004005, 4e-06, 0.002475, 0.000638, 7.4e-05, 2e-06, 0.000397, 5.4e-05, Epoch, 384, 10, 2, 338, 308, 243, 10, 0.012887, 0.000303, 0.002449, 0.000324, 0.000108, 0.002154, 0.005748, 0.001167, Epoch, 376, 4, 1, 122, 92, 62, 2, 0.005044, 8.1e-05, 0.002304, 0.000229, 8.2e-05, 0.000358, 0.00139, 0.000319, Epoch, 392, 4, 2, 164, 123, 53, 3, 0.007276, 9.3e-05, 0.002691, 0.000334, 0.000116, 0.001165, 0.00193, 0.000562, Epoch, 368, 14, 1, 72, 37, 37, 1, 0.004540, 0.000356, 0.002712, 0.000371, 0.000141, 0.000144, 0.00043, 5.8e-05, Epoch, 376, 2, 1, 92, 62, 57, 2, 0.004622, 5.3e-05, 0.002462, 0.000324, 8.3e-05, 0.00029, 0.000969, 0.000148, Epoch, 404, 16, 2, 132, 97, 67, 2, 0.006894, 0.000332, 0.003072, 0.000525, 0.000155, 0.000813, 0.001352, 0.000202, 
30, Ernet, 7528, 0, 0, 1740, 871, 871, 1, 0.159586, 6e-06, 0.120607, 0.008556, 0.003485, 0., 0.020953, 0.003612, Ernet, 7548, 10, 2, 9579, 8709, 6940, 10, 0.555256, 0.000295, 0.129764, 0.009428, 0.002981, 0.072081, 0.275942, 0.059632, Ernet, 7588, 28, 7, 8708, 7838, 6968, 8, 0.995206, 0.000587, 0.13724, 0.014583, 0.004191, 0.391524, 0.358279, 0.084707, Ernet, 8204, 16, 8, 11084, 9975, 2783, 9, 3.992930, 0.000355, 0.326963, 0.094958, 0.030342, 2.10307, 1.36328, 0.068335, Ernet, 7532, 62, 1, 1800, 901, 901, 1, 0.261997, 0.007197, 0.171609, 0.020606, 0.009317, 0.009384, 0.037226, 0.00342, Ernet, 7540, 2, 1, 2612, 1742, 1713, 2, 0.207345, 4.9e-05, 0.129196, 0.013305, 0.003131, 0.01052, 0.039867, 0.009133, Ernet, 7664, 64, 2, 3540, 2641, 1771, 2, 0.336883, 0.004531, 0.15741, 0.02223, 0.009799, 0.042986, 0.083128, 0.013322, 
68, Esnet, 37964, 0, 0, 9112, 4557, 4557, 1, 1.831586, 8e-06, 1.514649, 0.092909, 0.037221, 1.00000000014e-06, 0.144451, 0.028459, Esnet, 37984, 10, 2, 50124, 45568, 36389, 10, 4.460098, 0.000179, 1.33386, 0.072805, 0.024824, 0.614376, 2.014177, 0.377932, Esnet, 38104, 68, 17, 91138, 86582, 82026, 18, 33.252733, 0.002921, 1.486229, 0.17422, 0.078985, 21.922318, 7.921377, 1.641193, Esnet, 37992, 4, 2, 18764, 14073, 4827, 3, 3.469136, 7e-05, 1.68863, 0.199448, 0.069003, 0.5768, 0.833471, 0.08343, Esnet, 37968, 138, 1, 9248, 4625, 4625, 1, 2.770139, 0.04659, 1.896929, 0.218081, 0.10713, 0.081815, 0.366798, 0.033045, Esnet, 37976, 2, 1, 13670, 9114, 9047, 2, 2.233022, 3.9e-05, 1.566154, 0.074486, 0.022563, 0.101997, 0.396598, 0.058313, Esnet, 38252, 140, 2, 18360, 13737, 9181, 2, 2.801466, 0.015101, 1.573139, 0.142198, 0.056312, 0.308995, 0.573629, 0.113459, 
