Num Nodes, Name[No Query], KAT size[No Query], Temp size[No Query], Num Queries[No Query], Rules[No Query], Rules opt1[No Query], Rules opt2[No Query], Tags[No Query], Time(Total)[No Query], Time(Temporal Automaton)[No Query], Time (Policy Automaton)[No Query], Time (Determinization)[No Query], Time (Minimize)[No Query], Time (Intersection)[No Query], Time (Extraction)[No Query], Time (Rule Gen)[No Query], Name[Congested], KAT size[Congested], Temp size[Congested], Num Queries[Congested], Rules[Congested], Rules opt1[Congested], Rules opt2[Congested], Tags[Congested], Time(Total)[Congested], Time(Temporal Automaton)[Congested], Time (Policy Automaton)[Congested], Time (Determinization)[Congested], Time (Minimize)[Congested], Time (Intersection)[Congested], Time (Extraction)[Congested], Time (Rule Gen)[Congested], Name[DDOS], KAT size[DDOS], Temp size[DDOS], Num Queries[DDOS], Rules[DDOS], Rules opt1[DDOS], Rules opt2[DDOS], Tags[DDOS], Time(Total)[DDOS], Time(Temporal Automaton)[DDOS], Time (Policy Automaton)[DDOS], Time (Determinization)[DDOS], Time (Minimize)[DDOS], Time (Intersection)[DDOS], Time (Extraction)[DDOS], Time (Rule Gen)[DDOS], Name[Port Matrix], KAT size[Port Matrix], Temp size[Port Matrix], Num Queries[Port Matrix], Rules[Port Matrix], Rules opt1[Port Matrix], Rules opt2[Port Matrix], Tags[Port Matrix], Time(Total)[Port Matrix], Time(Temporal Automaton)[Port Matrix], Time (Policy Automaton)[Port Matrix], Time (Determinization)[Port Matrix], Time (Minimize)[Port Matrix], Time (Intersection)[Port Matrix], Time (Extraction)[Port Matrix], Time (Rule Gen)[Port Matrix], Name[Pys. Isolation], KAT size[Pys. Isolation], Temp size[Pys. Isolation], Num Queries[Pys. Isolation], Rules[Pys. Isolation], Rules opt1[Pys. Isolation], Rules opt2[Pys. Isolation], Tags[Pys. Isolation], Time(Total)[Pys. Isolation], Time(Temporal Automaton)[Pys. Isolation], Time (Policy Automaton)[Pys. Isolation], Time (Determinization)[Pys. Isolation], Time (Minimize)[Pys. Isolation], Time (Intersection)[Pys. Isolation], Time (Extraction)[Pys. Isolation], Time (Rule Gen)[Pys. Isolation], Name[Simple Path], KAT size[Simple Path], Temp size[Simple Path], Num Queries[Simple Path], Rules[Simple Path], Rules opt1[Simple Path], Rules opt2[Simple Path], Tags[Simple Path], Time(Total)[Simple Path], Time(Temporal Automaton)[Simple Path], Time (Policy Automaton)[Simple Path], Time (Determinization)[Simple Path], Time (Minimize)[Simple Path], Time (Intersection)[Simple Path], Time (Extraction)[Simple Path], Time (Rule Gen)[Simple Path], Name[Slice Isolation], KAT size[Slice Isolation], Temp size[Slice Isolation], Num Queries[Slice Isolation], Rules[Slice Isolation], Rules opt1[Slice Isolation], Rules opt2[Slice Isolation], Tags[Slice Isolation], Time(Total)[Slice Isolation], Time(Temporal Automaton)[Slice Isolation], Time (Policy Automaton)[Slice Isolation], Time (Determinization)[Slice Isolation], Time (Minimize)[Slice Isolation], Time (Intersection)[Slice Isolation], Time (Extraction)[Slice Isolation], Time (Rule Gen)[Slice Isolation], 
18, HiberniaNireland, 2824, 0, 0, 612, 307, 307, 1, 0.041085, 6e-06, 0.027753, 0.002566, 0.001026, 2e-06, 0.007646, 0.001067, HiberniaNireland, 2844, 10, 2, 3374, 3068, 2439, 10, 0.139256, 0.000293, 0.028616, 0.00281, 0.000854, 0.026968, 0.063777, 0.014608, HiberniaNireland, 2860, 16, 4, 2147, 1841, 1535, 5, 0.129023, 0.000388, 0.031984, 0.004316, 0.000901, 0.040217, 0.040192, 0.00921, HiberniaNireland, 2852, 4, 2, 1364, 1023, 377, 3, 0.083147, 9.1e-05, 0.026165, 0.004562, 0.001867, 0.01673, 0.028269, 0.004387, HiberniaNireland, 2828, 38, 1, 648, 325, 325, 1, 0.057175, 0.0024, 0.035027, 0.004917, 0.002222, 0.00204, 0.00807, 0.001462, HiberniaNireland, 2836, 2, 1, 920, 614, 597, 2, 0.053529, 5.2e-05, 0.025139, 0.005211, 0.001059, 0.00383, 0.013684, 0.003408, HiberniaNireland, 2912, 40, 2, 1260, 937, 631, 2, 0.078986, 0.001345, 0.032557, 0.005597, 0.002416, 0.011188, 0.020835, 0.003031, 
15, HiberniaUk, 1954, 0, 0, 420, 211, 211, 1, 0.019548, 4e-06, 0.013752, 0.001246, 0.0005, 0., 0.002471, 0.000874, HiberniaUk, 1974, 10, 2, 2318, 2108, 1674, 10, 0.089146, 0.000334, 0.018519, 0.002151, 0.000578, 0.014368, 0.042117, 0.01001, HiberniaUk, 1982, 12, 3, 1264, 1054, 844, 4, 0.066800, 0.000215, 0.014984, 0.002061, 0.000617, 0.0163, 0.027504, 0.004196, HiberniaUk, 1982, 4, 2, 956, 717, 269, 3, 0.058499, 0.00013, 0.018751, 0.002032, 0.000672, 0.013428, 0.019696, 0.002688, HiberniaUk, 1958, 32, 1, 450, 226, 226, 1, 0.033542, 0.001463, 0.01752, 0.002997, 0.00113, 0.000976, 0.006862, 0.001807, HiberniaUk, 1966, 2, 1, 632, 422, 408, 2, 0.034984, 4.7e-05, 0.016916, 0.002325, 0.000675, 0.002476, 0.009976, 0.0018, HiberniaUk, 2030, 34, 2, 870, 646, 436, 2, 0.052061, 0.000866, 0.02001, 0.003973, 0.001388, 0.006648, 0.015352, 0.002655, 
22, HiberniaUs, 4180, 0, 0, 924, 463, 463, 1, 0.069928, 5e-06, 0.052748, 0.005567, 0.000992, 0., 0.008139, 0.001106, HiberniaUs, 4200, 10, 2, 5090, 4628, 3683, 10, 0.230804, 0.00034, 0.055614, 0.005541, 0.001434, 0.034005, 0.108333, 0.023864, HiberniaUs, 4224, 20, 5, 3702, 3240, 2778, 6, 0.254233, 0.000573, 0.051862, 0.008649, 0.002589, 0.083856, 0.088072, 0.015688, HiberniaUs, 4208, 4, 2, 2020, 1515, 549, 3, 0.139519, 0.000134, 0.054539, 0.005994, 0.002152, 0.024941, 0.043687, 0.005875, HiberniaUs, 4184, 46, 1, 968, 485, 485, 1, 0.108460, 0.004498, 0.069596, 0.008746, 0.003248, 0.003309, 0.015051, 0.002048, HiberniaUs, 4192, 2, 1, 1388, 926, 905, 2, 0.093404, 7.7e-05, 0.054427, 0.005251, 0.001176, 0.007638, 0.018913, 0.003945, HiberniaUs, 4284, 48, 2, 1892, 1409, 947, 2, 0.139164, 0.003623, 0.066861, 0.008819, 0.00319, 0.017476, 0.031013, 0.005583, 
18, Highwinds, 3196, 0, 0, 612, 307, 307, 1, 0.042028, 4e-06, 0.026611, 0.005602, 0.001487, 1e-06, 0.005639, 0.001556, Highwinds, 3216, 10, 2, 3374, 3068, 2439, 10, 0.155615, 0.00032, 0.031665, 0.004236, 0.001224, 0.027441, 0.071649, 0.017529, Highwinds, 3232, 16, 4, 2147, 1841, 1535, 5, 0.139127, 0.000392, 0.032923, 0.004273, 0.001284, 0.045714, 0.044845, 0.007568, Highwinds, 3344, 8, 4, 2260, 1883, 591, 5, 0.230866, 0.00024, 0.04129, 0.007727, 0.002897, 0.081091, 0.086251, 0.008716, Highwinds, 3200, 38, 1, 648, 325, 325, 1, 0.069174, 0.00355, 0.039847, 0.005971, 0.002294, 0.003215, 0.011682, 0.001011, Highwinds, 3208, 2, 1, 920, 614, 597, 2, 0.056112, 5.4e-05, 0.027573, 0.005485, 0.001258, 0.004654, 0.012849, 0.003101, Highwinds, 3284, 40, 2, 1260, 937, 631, 2, 0.092908, 0.001343, 0.0385, 0.007965, 0.002991, 0.016323, 0.019931, 0.003576, 
16, HostwayInternational, 2272, 0, 0, 480, 241, 241, 1, 0.030980, 5e-06, 0.020818, 0.002185, 0.000662, 9.99999999998e-07, 0.003242, 0.002898, HostwayInternational, 2292, 10, 2, 2648, 2408, 1913, 10, 0.115197, 0.000296, 0.022475, 0.002157, 0.000763, 0.022, 0.055415, 0.010916, HostwayInternational, 2308, 16, 4, 1685, 1445, 1205, 5, 0.099208, 0.000351, 0.020601, 0.002603, 0.001041, 0.03249, 0.032521, 0.008206, HostwayInternational, 2420, 8, 4, 1816, 1513, 493, 5, 0.156585, 0.000235, 0.027677, 0.008719, 0.001798, 0.056218, 0.053285, 0.00697, HostwayInternational, 2276, 34, 1, 512, 257, 257, 1, 0.046349, 0.003127, 0.024234, 0.006462, 0.001208, 0.001407, 0.008103, 0.000621, HostwayInternational, 2284, 2, 1, 722, 482, 467, 2, 0.038767, 5.3e-05, 0.019134, 0.001916, 0.000723, 0.002393, 0.011339, 0.002281, HostwayInternational, 2352, 36, 2, 992, 737, 497, 2, 0.067279, 0.001096, 0.024243, 0.004458, 0.00172, 0.012904, 0.016491, 0.005111, 
24, HurricaneElectric, 5008, 0, 0, 1104, 553, 553, 1, 0.092694, 6e-06, 0.064914, 0.009322, 0.002099, 1e-06, 0.008973, 0.00571, HurricaneElectric, 5028, 10, 2, 6080, 5528, 4401, 10, 0.301846, 0.000452, 0.074078, 0.005514, 0.002517, 0.049492, 0.134384, 0.032777, HurricaneElectric, 5060, 24, 6, 4975, 4423, 3871, 7, 0.435893, 0.000596, 0.077882, 0.008353, 0.002657, 0.176789, 0.135092, 0.030143, HurricaneElectric, 5008, 0, 0, 1104, 553, 553, 1, 0.093367, 8e-06, 0.071872, 0.005335, 0.001974, 0., 0.009599, 0.002172, HurricaneElectric, 5012, 50, 1, 1152, 577, 577, 1, 0.137268, 0.005051, 0.087776, 0.010573, 0.004678, 0.004291, 0.020255, 0.002433, HurricaneElectric, 5020, 2, 1, 1658, 1106, 1083, 2, 0.115637, 0.000113, 0.068663, 0.005347, 0.001965, 0.009912, 0.021468, 0.00599, HurricaneElectric, 5120, 52, 2, 2256, 1681, 1129, 2, 0.171870, 0.003929, 0.082694, 0.011156, 0.004401, 0.021383, 0.039416, 0.006228, 
18, Ibm, 2848, 0, 0, 612, 307, 307, 1, 0.040144, 5e-06, 0.025731, 0.005422, 0.001466, 0., 0.004899, 0.001327, Ibm, 2868, 10, 2, 3374, 3068, 2439, 10, 0.143134, 0.000331, 0.029211, 0.00543, 0.001189, 0.026797, 0.063524, 0.01534, Ibm, 2884, 16, 4, 2147, 1841, 1535, 5, 0.135968, 0.000367, 0.032016, 0.004552, 0.001167, 0.044149, 0.044349, 0.007693, Ibm, 2996, 8, 4, 2260, 1883, 591, 5, 0.211067, 0.000235, 0.039344, 0.011716, 0.002395, 0.068494, 0.077497, 0.00947, Ibm, 2852, 38, 1, 648, 325, 325, 1, 0.064781, 0.003605, 0.036329, 0.005363, 0.00209, 0.002461, 0.010657, 0.002827, Ibm, 2860, 2, 1, 920, 614, 597, 2, 0.054606, 6.2e-05, 0.025807, 0.005116, 0.001189, 0.003752, 0.013919, 0.003606, Ibm, 2936, 40, 2, 1260, 937, 631, 2, 0.082960, 0.001303, 0.034331, 0.006142, 0.002613, 0.014397, 0.018933, 0.003225, 
37, Iij, 11674, 0, 0, 2664, 1333, 1333, 1, 0.265802, 4e-06, 0.20482, 0.019757, 0.004737, 0., 0.027515, 0.004704, Iij, 11694, 10, 2, 14660, 13328, 10628, 10, 0.885492, 0.000233, 0.20965, 0.015297, 0.005627, 0.135502, 0.422697, 0.089811, Iij, 11750, 36, 9, 15994, 14662, 13330, 10, 2.249907, 0.000405, 0.227255, 0.0222, 0.00836, 1.191702, 0.679186, 0.112709, Iij, 11822, 8, 4, 8872, 7393, 1921, 5, 1.333761, 0.000116, 0.216349, 0.027167, 0.011188, 0.451939, 0.583776, 0.036578, Iij, 11678, 76, 1, 2738, 1370, 1370, 1, 0.416579, 0.008091, 0.277768, 0.033818, 0.010634, 0.011249, 0.064204, 0.00436, Iij, 11686, 2, 1, 3998, 2666, 2630, 2, 0.338790, 4.3e-05, 0.210278, 0.015304, 0.006433, 0.020689, 0.067624, 0.012064, Iij, 11838, 78, 2, 5402, 4034, 2702, 2, 0.528338, 0.004307, 0.247669, 0.03515, 0.016755, 0.075466, 0.123467, 0.017911, 
31, Iinet, 8050, 0, 0, 1860, 931, 931, 1, 0.166211, 8e-06, 0.129317, 0.009404, 0.00365, 1e-06, 0.017404, 0.003015, Iinet, 8070, 10, 2, 10238, 9308, 7418, 10, 0.515210, 0.000408, 0.122376, 0.009425, 0.002878, 0.073292, 0.236566, 0.065095, Iinet, 8110, 28, 7, 9308, 8378, 7448, 8, 0.853138, 0.002368, 0.125821, 0.014299, 0.003472, 0.351982, 0.301333, 0.049628, Iinet, 8050, 0, 0, 1860, 931, 931, 1, 0.159623, 8e-06, 0.122859, 0.008857, 0.003412, 2e-06, 0.017491, 0.003449, Iinet, 8054, 64, 1, 1922, 962, 962, 1, 0.254713, 0.006221, 0.169504, 0.018926, 0.01029, 0.009661, 0.033417, 0.003544, Iinet, 8062, 2, 1, 2792, 1862, 1832, 2, 0.194897, 7.8e-05, 0.120313, 0.009093, 0.003385, 0.011617, 0.036653, 0.010187, Iinet, 8190, 66, 2, 3782, 2822, 1892, 2, 0.308735, 0.003415, 0.154467, 0.020006, 0.007909, 0.038325, 0.067962, 0.01385, 
14, Ilan, 1724, 0, 0, 364, 183, 183, 1, 0.021067, 7e-06, 0.015532, 0.001071, 0.000408, 0., 0.002502, 0.000536, Ilan, 1744, 10, 2, 2010, 1828, 1451, 10, 0.080809, 0.00033, 0.014588, 0.001644, 0.000644, 0.011853, 0.041707, 0.008902, Ilan, 1752, 12, 3, 1096, 914, 732, 4, 0.055394, 0.000262, 0.012484, 0.001454, 0.00056, 0.011616, 0.022699, 0.005478, Ilan, 2232, 14, 7, 2506, 2227, 862, 8, 0.473580, 0.000252, 0.07748, 0.023612, 0.006484, 0.213296, 0.138494, 0.012093, Ilan, 1728, 30, 1, 392, 197, 197, 1, 0.034212, 0.001994, 0.018457, 0.00524, 0.001045, 0.001026, 0.00483, 0.000504, Ilan, 1736, 2, 1, 548, 366, 353, 2, 0.025909, 6.1e-05, 0.014148, 0.001283, 0.000514, 0.001967, 0.005185, 0.002004, Ilan, 1796, 32, 2, 756, 561, 379, 2, 0.046801, 0.000897, 0.019515, 0.003709, 0.00189, 0.007555, 0.01017, 0.001808, 
27, Integra, 6214, 0, 0, 1404, 703, 703, 1, 0.115462, 7e-06, 0.088807, 0.006874, 0.002911, 1e-06, 0.012199, 0.001892, Integra, 6234, 10, 2, 7730, 7028, 5598, 10, 0.375378, 0.000388, 0.091128, 0.006478, 0.002372, 0.054427, 0.18133, 0.036376, Integra, 6266, 24, 6, 6325, 5623, 4921, 7, 0.513288, 0.000584, 0.094421, 0.008513, 0.003006, 0.198366, 0.175185, 0.02852, Integra, 6290, 6, 3, 3909, 3127, 943, 4, 0.354961, 0.000193, 0.104074, 0.00944, 0.003573, 0.090541, 0.128759, 0.015283, Integra, 6218, 56, 1, 1458, 730, 730, 1, 0.167873, 0.005795, 0.10737, 0.013469, 0.005221, 0.004902, 0.025392, 0.002911, Integra, 6226, 2, 1, 2108, 1406, 1380, 2, 0.147089, 7.7e-05, 0.091457, 0.006565, 0.002266, 0.008126, 0.029302, 0.006386, Integra, 6338, 58, 2, 2862, 2134, 1432, 2, 0.227508, 0.004311, 0.112687, 0.014331, 0.0056, 0.02968, 0.046372, 0.01152, 
73, Intellifiber, 43654, 0, 0, 10512, 5257, 5257, 1, 1.873755, 8e-06, 1.55147, 0.083878, 0.037384, 0., 0.15412, 0.027899, Intellifiber, 43674, 10, 2, 57824, 52568, 41984, 10, 5.464892, 0.002749, 1.647529, 0.085428, 0.030505, 0.703364, 2.490496, 0.48672, Intellifiber, 43802, 72, 18, 110395, 105139, 99883, 19, 38.359910, 0.003224, 1.89471, 0.178394, 0.080891, 26.357194, 8.393373, 1.428077, Intellifiber, 43682, 4, 2, 21604, 16203, 5547, 3, 3.255562, 7e-05, 1.591182, 0.077578, 0.024534, 0.465941, 0.970893, 0.10102, Intellifiber, 43658, 148, 1, 10658, 5330, 5330, 1, 2.870926, 0.060446, 1.982459, 0.208799, 0.102812, 0.071315, 0.39354, 0.029144, Intellifiber, 43666, 2, 1, 15770, 10514, 10442, 2, 2.307132, 3.5e-05, 1.63728, 0.075507, 0.022281, 0.094764, 0.387483, 0.068521, Intellifiber, 43962, 150, 2, 21170, 15842, 10586, 2, 3.546460, 0.0191, 1.90761, 0.209764, 0.096127, 0.466637, 0.680161, 0.146618, 
19, Internetmci, 3394, 0, 0, 684, 343, 343, 1, 0.052611, 7e-06, 0.038757, 0.002809, 0.001087, 1e-06, 0.0061, 0.002022, Internetmci, 3414, 10, 2, 3770, 3428, 2726, 10, 0.172201, 0.000356, 0.035648, 0.003427, 0.001284, 0.032707, 0.078594, 0.018543, Internetmci, 3430, 16, 4, 2399, 2057, 1715, 5, 0.170303, 0.000462, 0.044477, 0.005121, 0.002209, 0.049876, 0.055353, 0.010597, Internetmci, 3542, 8, 4, 2500, 2083, 643, 5, 0.259441, 0.000225, 0.046099, 0.010649, 0.003011, 0.087577, 0.100834, 0.008758, Internetmci, 3398, 40, 1, 722, 362, 362, 1, 0.082428, 0.003863, 0.053427, 0.006577, 0.002733, 0.002853, 0.01041, 0.000907, Internetmci, 3406, 2, 1, 1028, 686, 668, 2, 0.070481, 6.7e-05, 0.038615, 0.00312, 0.001458, 0.006493, 0.015603, 0.00376, Internetmci, 3486, 42, 2, 1406, 1046, 704, 2, 0.108226, 0.002868, 0.047747, 0.011586, 0.003378, 0.013581, 0.022507, 0.004734, 
66, Internode, 35656, 0, 0, 8580, 4291, 4291, 1, 1.349714, 6e-06, 1.10861, 0.07358, 0.031066, 1.00000000014e-06, 0.108194, 0.017374, Internode, 35676, 10, 2, 47198, 42908, 34263, 10, 3.975923, 0.000192, 1.119949, 0.069385, 0.025105, 0.549004, 1.861073, 0.33598, Internode, 35788, 64, 16, 81527, 77237, 72947, 17, 21.799294, 0.000585, 1.226981, 0.123805, 0.060182, 14.076388, 5.351172, 0.940394, Internode, 35900, 10, 5, 32330, 27711, 5936, 6, 7.915035, 0.000116, 1.140171, 0.09207, 0.034131, 3.329705, 3.117765, 0.185065, Internode, 35660, 134, 1, 8712, 4357, 4357, 1, 1.974306, 0.041763, 1.358261, 0.155781, 0.068847, 0.045336, 0.269033, 0.020684, Internode, 35668, 2, 1, 12872, 8582, 8517, 2, 1.623865, 3.8e-05, 1.088025, 0.067382, 0.025515, 0.085766, 0.272248, 0.070453, Internode, 35936, 136, 2, 17292, 12937, 8647, 2, 2.368809, 0.015167, 1.297655, 0.155365, 0.068499, 0.276051, 0.446546, 0.09346, 
110, Interoute, 98480, 0, 0, 23980, 11991, 11991, 1, 8.367367, 9e-06, 7.261923, 0.289863, 0.119964, 1.00000000014e-06, 0.559644, 0.092203, Interoute, 98500, 10, 2, 131898, 119908, 95819, 10, 17.719753, 0.000259, 6.668194, 0.266209, 0.119998, 2.378492, 7.039355, 1.201146, Interoute, 98644, 80, 20, 275791, 263801, 251811, 21, 141.884344, 0.002933, 7.996022, 0.609519, 0.266927, 101.153371, 27.637223, 4.159881, Interoute, 98628, 8, 4, 74572, 62143, 13747, 5, 27.354253, 0.000142, 7.256237, 0.299005, 0.125228, 8.624587, 10.530627, 0.472734, Interoute, 98484, 222, 1, 24200, 12101, 12101, 1, 12.843838, 0.211063, 9.829221, 0.701784, 0.356875, 0.22927, 1.364083, 0.108575, Interoute, 98492, 2, 1, 35972, 23982, 23873, 2, 9.342081, 4.2e-05, 7.164018, 0.281363, 0.113094, 0.279364, 1.233786, 0.221525, Interoute, 98936, 224, 2, 48180, 36081, 24091, 2, 12.935468, 0.056909, 8.451414, 0.572465, 0.244118, 1.224272, 2.004272, 0.337717, 
39, Intranetwork, 12730, 0, 0, 2964, 1483, 1483, 1, 0.299252, 5e-06, 0.231475, 0.016053, 0.006373, 9.99999999973e-07, 0.031562, 0.006801, Intranetwork, 12750, 10, 2, 16310, 14828, 11826, 10, 0.970348, 0.000166, 0.254877, 0.016253, 0.006069, 0.134536, 0.448018, 0.105202, Intranetwork, 12806, 36, 9, 17794, 16312, 14830, 10, 2.364280, 0.000403, 0.251452, 0.026766, 0.010052, 1.196937, 0.737074, 0.132785, Intranetwork, 12758, 4, 2, 6236, 4677, 1637, 3, 0.567113, 6.8e-05, 0.226091, 0.017282, 0.006605, 0.088563, 0.196615, 0.024881, Intranetwork, 12734, 80, 1, 3042, 1522, 1522, 1, 0.469184, 0.008982, 0.309702, 0.038203, 0.01583, 0.013907, 0.069545, 0.00604, Intranetwork, 12742, 2, 1, 4448, 2966, 2928, 2, 0.375904, 4.3e-05, 0.245669, 0.019689, 0.004676, 0.018389, 0.066141, 0.014266, Intranetwork, 12902, 82, 2, 6006, 4486, 3004, 2, 0.571269, 0.004, 0.278957, 0.038552, 0.016676, 0.073029, 0.129434, 0.023675, 
125, Ion, 126554, 0, 0, 31000, 15501, 15501, 1, 12.838032, 1.2e-05, 11.466397, 0.370834, 0.151012, 0., 0.668748, 0.117895, Ion, 126574, 10, 2, 170508, 155008, 123884, 10, 27.017125, 0.006953, 11.403584, 0.369447, 0.152441, 3.016721, 10.100976, 1.91383, Ion, 126718, 80, 20, 356521, 341021, 325521, 21, 186.958622, 0.005282, 13.077424, 0.765269, 0.327969, 131.110108, 35.213148, 6.396574, Ion, 126582, 4, 2, 62996, 47247, 15999, 3, 20.169230, 0.004799, 11.710406, 0.385976, 0.154194, 2.420771, 5.018213, 0.416057, Ion, 126558, 252, 1, 31250, 15626, 15626, 1, 19.493285, 0.260889, 15.537404, 0.927566, 0.411474, 0.294863, 1.845653, 0.153113, Ion, 126566, 2, 1, 46502, 31002, 30878, 2, 14.537742, 5.3e-05, 11.601437, 0.368617, 0.141029, 0.383107, 1.684013, 0.29368, Ion, 127070, 254, 2, 62250, 46626, 31126, 2, 19.979809, 0.068476, 13.083871, 0.869974, 0.407121, 1.907108, 3.049678, 0.531881, 
33, IowaStatewideFiberMap, 9142, 0, 0, 2112, 1057, 1057, 1, 0.190909, 8e-06, 0.149282, 0.012731, 0.003002, 0., 0.01827, 0.003224, IowaStatewideFiberMap, 9162, 10, 2, 11624, 10568, 8424, 10, 0.636519, 0.001608, 0.148933, 0.01151, 0.003932, 0.08965, 0.322347, 0.055564, IowaStatewideFiberMap, 9210, 32, 8, 11625, 10569, 9513, 9, 1.240802, 0.00238, 0.164059, 0.018774, 0.005323, 0.563626, 0.406216, 0.072327, IowaStatewideFiberMap, 9170, 4, 2, 4484, 3363, 1187, 3, 0.357759, 0.000133, 0.150336, 0.014155, 0.003486, 0.053643, 0.119897, 0.012057, IowaStatewideFiberMap, 9146, 68, 1, 2178, 1090, 1090, 1, 0.281310, 0.008236, 0.181639, 0.024134, 0.009566, 0.008768, 0.039765, 0.005249, IowaStatewideFiberMap, 9154, 2, 1, 3170, 2114, 2082, 2, 0.227242, 5.4e-05, 0.143401, 0.012859, 0.002795, 0.011349, 0.042849, 0.01114, IowaStatewideFiberMap, 9290, 70, 2, 4290, 3202, 2146, 2, 0.369701, 0.005199, 0.182461, 0.025966, 0.011931, 0.042566, 0.081, 0.015922, 
51, Iris, 21478, 0, 0, 5100, 2551, 2551, 1, 0.612681, 7e-06, 0.480499, 0.037114, 0.016317, 0., 0.060123, 0.008288, Iris, 21498, 10, 2, 28058, 25508, 20358, 10, 1.915094, 0.002132, 0.493858, 0.032397, 0.012623, 0.259512, 0.889736, 0.215752, Iris, 21578, 48, 12, 38263, 35713, 33163, 13, 7.319825, 0.002475, 0.565004, 0.058408, 0.02613, 4.167615, 2.049074, 0.439054, Iris, 21506, 4, 2, 10604, 7953, 2753, 3, 1.123607, 6.8e-05, 0.481562, 0.032814, 0.011965, 0.16074, 0.378852, 0.046506, Iris, 21482, 104, 1, 5202, 2602, 2602, 1, 0.967645, 0.019663, 0.643184, 0.081885, 0.036567, 0.026365, 0.14189, 0.009532, Iris, 21490, 2, 1, 7652, 5102, 5052, 2, 0.799285, 4.4e-05, 0.523357, 0.03244, 0.013286, 0.042168, 0.14737, 0.029161, Iris, 21698, 106, 2, 10302, 7702, 5152, 2, 1.252502, 0.009169, 0.657568, 0.076911, 0.03326, 0.146136, 0.268972, 0.051432, 
23, Istar, 4466, 0, 0, 1012, 507, 507, 1, 0.066224, 8e-06, 0.050462, 0.003829, 0.001182, 1e-06, 0.007244, 0.001404, Istar, 4486, 10, 2, 5574, 5068, 4034, 10, 0.243114, 0.0004, 0.053158, 0.004917, 0.001601, 0.033907, 0.120693, 0.02607, Istar, 4510, 20, 5, 4054, 3548, 3042, 6, 0.272281, 0.000465, 0.051803, 0.00553, 0.001758, 0.089117, 0.100584, 0.020247, Istar, 4542, 6, 3, 2869, 2295, 711, 4, 0.244365, 0.000139, 0.052981, 0.007204, 0.002576, 0.072856, 0.097192, 0.009833, Istar, 4470, 48, 1, 1058, 530, 530, 1, 0.108443, 0.004948, 0.068025, 0.008746, 0.003325, 0.003423, 0.01635, 0.001629, Istar, 4478, 2, 1, 1520, 1014, 992, 2, 0.099037, 7.7e-05, 0.060126, 0.004318, 0.001479, 0.005155, 0.021635, 0.004276, Istar, 4574, 50, 2, 2070, 1542, 1036, 2, 0.142908, 0.00229, 0.066802, 0.010433, 0.004868, 0.017422, 0.033017, 0.006102, 
11, Itnet, 1070, 0, 0, 220, 111, 111, 1, 0.013463, 6e-06, 0.009751, 0.000786, 0.00033, 1e-06, 0.001629, 0.000247, Itnet, 1090, 10, 2, 1219, 1109, 879, 10, 0.047272, 0.000312, 0.007621, 0.000846, 0.002333, 0.007841, 0.021822, 0.005643, Itnet, 1090, 8, 2, 553, 443, 333, 3, 0.024373, 0.000208, 0.00984, 0.000826, 0.000373, 0.003739, 0.006646, 0.002042, Itnet, 2154, 20, 10, 2620, 2401, 1201, 11, 1.291463, 0.000478, 0.288203, 0.104501, 0.020413, 0.600717, 0.254309, 0.019098, Itnet, 1074, 24, 1, 242, 122, 122, 1, 0.017433, 0.001268, 0.011011, 0.001428, 0.000499, 0.000437, 0.001801, 0.000239, Itnet, 1082, 2, 1, 332, 222, 212, 2, 0.017368, 0.000508, 0.008622, 0.000662, 0.000241, 0.000896, 0.00359, 0.000805, Itnet, 1130, 26, 2, 462, 342, 232, 2, 0.025747, 0.000553, 0.010644, 0.00164, 0.000618, 0.003155, 0.007193, 0.001289, 
29, Janetbackbone, 7214, 0, 0, 1624, 813, 813, 1, 0.130850, 9e-06, 0.099045, 0.008044, 0.003243, 0., 0.015761, 0.002226, Janetbackbone, 7234, 10, 2, 8940, 8128, 6476, 10, 0.481105, 0.000447, 0.114829, 0.01243, 0.002669, 0.068421, 0.232547, 0.044332, Janetbackbone, 7274, 28, 7, 8128, 7316, 6504, 8, 0.874807, 0.000674, 0.118664, 0.013978, 0.005279, 0.40063, 0.272383, 0.057483, Janetbackbone, 7242, 4, 2, 3476, 2607, 927, 3, 0.285960, 0.000194, 0.113294, 0.009851, 0.003466, 0.046691, 0.097324, 0.011866, Janetbackbone, 7218, 60, 1, 1682, 842, 842, 1, 0.220000, 0.006721, 0.135049, 0.019231, 0.008936, 0.007334, 0.037038, 0.002472, Janetbackbone, 7226, 2, 1, 2438, 1626, 1598, 2, 0.178940, 8e-05, 0.109583, 0.008531, 0.003406, 0.011328, 0.036177, 0.006661, Janetbackbone, 7346, 62, 2, 3306, 2466, 1654, 2, 0.280472, 0.003185, 0.13096, 0.020693, 0.009396, 0.038309, 0.064838, 0.010439, 
